selection_rank,index,inchikey,smiles,NR3C1,ADRB2,ADRB1,ADORA2A,AR,PTGS2,ACHE,DRD2,LCK
309,159187,LHCYJTPASGWQTI-XYNGMUPQNA-N,O=C(N/N=C/C1CCC=CC1)C=2N=NN(C2CCC)C3=NON=C3N,-9.2,-9.9,-9.2,-9.0,-8.9,-7.8,-9.7,-9.1,-8.4
310,43896,RCZHVXSTTOXWRM-PKRZOPRNNA-N,C(S(C1=CC=C(C=C1)NC=2N=NC3=CC(C4=C(C=CC(=C4)O)Cl)=CC(C)=C3N2)(=O)=O)CCN5CCCC5,-8.7,-10.2,-11.6,-10.1,-6.1,-8.3,-10.0,-11.2,-9.9
311,44954,PVFPLIGUHUAPTN-RUDDIRKCNA-N,[C@@]12([C@@]3([C@H]([C@@H]4CC=C5[C@@]([C@]4([C@H](C3)O)F)(C=CC(=O)C5)C)C[C@H]1OC(O2)(C)C)C)S(=O)(=O)C,-9.9,-7.6,-8.0,-8.1,-7.5,-8.1,-9.3,-8.8,-9.2
312,233843,SQWSYVQSURRUEL-UHFFFAOYNA-N,O1C2=CC(NC=3N4C(=NC3C5CC5)N=C(C=C4C)C)=CC=C2OCC1,-9.0,-9.0,-9.0,-8.8,-6.4,-8.7,-10.7,-9.4,-8.6
313,60173,URZJGFBNPGEJIP-DVIAZDKANA-N,O=C(N1CCN(CC1)C)C2=CC3=C(NC(=O)C3=NNC(=O)CC4=CC=C(O)C=C4)C=C2,-9.7,-11.3,-11.1,-9.7,-7.1,-8.5,-10.3,-10.3,-9.4
314,113314,WAMGTYHZADDLPA-LBOYIXSDNA-N,O=C1N(C=2C(N3CCN(CC3)C4=NC=CC=C4)=NC=NC2NC1C)CC5=CC=C(OC)C=C5,-6.5,-9.5,-8.5,-7.8,-6.9,-7.8,-8.7,-9.1,-8.3
315,59190,UVIMYNCSQBPMNG-UHFFFAOYNA-N,C1(=CC2=C(C=C1)CC3=C(CCNCC2)C=CC=C3)O,-7.7,-8.6,-7.8,-8.4,-9.0,-8.4,-9.8,-8.2,-8.2
316,150331,OMFCAHNZXJTJSI-RNYNOOSYNA-N,S(C=1C=CC(=CC1)/C=N/NC=2C=C(C=CC2)C(=O)O)C,-8.0,-8.5,-8.4,-8.0,-7.2,-8.3,-8.8,-8.5,-7.3
317,89194,COMSCFFBTPULJA-GTRQMECINA-N,C1=2C(=NC=NC1=CC(=C(C2)OC[C@H](CN3CCOCC3)O)OC)NC4=CC(Cl)=C(C=C4)F,-8.6,-9.5,-10.1,-9.5,-6.5,-7.6,-10.3,-9.0,-8.2
318,117243,YZHAGQWSQQDWQE-UHFFFAOYNA-N,S(=O)(=O)(N1C=2C(C(=C1)C=3N4C(=NC=C4)C=CC3)=CC=CC2)C5=CC=CC=C5,-9.6,-9.3,-10.4,-10.7,-6.4,-9.9,-10.7,-9.6,-9.3
319,161837,FMNOAOUXWWLSGH-PKRZOPRNNA-N,FC=1C(C(N2C=3C(N=C(C2=O)C=4OC=CC4)=CC=CC3)C(=O)NCC5=CC=CC=C5)=CC=CC1,-9.8,-11.2,-10.3,-9.1,-6.4,-8.0,-10.9,-9.0,-8.2
320,201692,JISIALSVJGRDMM-YAQRNVERNA-N,S1C2=CC(NC(=O)N3CCOCC3)=CC=C2N=C1C,-7.9,-8.1,-8.0,-7.6,-6.8,-6.6,-7.9,-8.6,-7.5
321,128693,QJOTVARSKURASV-BDCRCPFKNA-N,S(CC(=O)NC=1C(OC)=CC=C(OC)C1)C=2SC(=NN2)N,-7.6,-7.5,-7.9,-7.1,-7.3,-7.6,-8.5,-7.1,-6.5
322,11312,MLGNEWXZFURDEP-SREBMQDQNA-N,S=C(NCC12OC(C=3C1=C(O)N(C3O)C4=CC=C(C=C4)C)C=C2)N5CC(N(CC5)C=6C=C(C=CC6)C)C,-6.6,-11.2,-11.2,-9.8,-6.8,-9.0,-10.0,-10.9,-8.9
323,197727,YLBCEHBMVAFSJK-WYUMXYHSNA-N,ClC1=C(C=CC(N2N=NN=C2SCC(=O)NC3=NOC(=C3)C)=C1)C,-9.1,-9.1,-9.7,-9.2,-7.9,-8.6,-10.6,-9.0,-8.3
324,219692,ZXUOSMSLIMWWBZ-HXTKINSTNA-N,O=C(NC=1N(N=CC1)C2CCN(CC2)CC=3C(=NN(C3)CC)C)CCOC4=CC=CC=C4,-9.5,-9.8,-9.8,-8.8,-8.3,-7.8,-10.1,-8.7,-7.9
325,7624,PPQPORTXNRGFDB-UHFFFAOYNA-N,S1C(CC2=NC(=O)N(C2=O)CC3=CC=CC=C3)=CC=C1C,-8.3,-8.6,-8.1,-8.2,-7.9,-8.4,-8.7,-9.2,-7.2
326,86476,DPKSMFRDSXBELI-LBOYIXSDNA-N,C(C1=CC(OCCC=2C(=CC(=CC2)Cl)Cl)=C(C=C1)OC)(NCC3CCC(CC3)CN)=O,-8.8,-9.8,-9.9,-9.6,-7.7,-9.1,-11.3,-9.6,-8.2
327,41594,QOFAEGAWTHNSSP-JZZLZFMGNA-N,O=C(N1[C@@H](CCC1)C(=O)NCC=2C=CC(=CC2)C(N)=N)[C@@H](NCCC3=CC=CC=C3)CC4=CC=CC=C4,-9.3,-11.1,-10.5,-9.9,-5.8,-6.2,-10.9,-9.9,-8.2
328,31988,OTKZWGJLFLAVTD-UHFFFAOYNA-N,ClC1=C(CC(O)(CC(C2=C(OC)C=CC(F)=C2)(C)C)C(F)(F)F)C=CC(=C1)C=O,-9.3,-9.8,-9.8,-9.1,-6.6,-8.9,-8.9,-8.0,-8.0
329,117422,DIFRCAIGSJMECW-UHFFFAOYNA-N,S(=O)(=O)(NCCC(=O)N1CCN(CC1)CC2=CC=CC=C2)C=3C(F)=CC=CC3,-9.4,-9.6,-9.5,-8.1,-7.5,-8.0,-9.2,-8.9,-7.8
330,35817,OQYJSEGEYSKAGD-RHPINXSQNA-N,S(=O)(=O)(C1=C(C(=CC=C1)C=2C=CC=CN2)CC)N[C@@H](CNC(=O)C=3SC(=CC3)Cl)C(N4[C@H](COCC4)C)=O,-8.2,-9.9,-10.7,-9.1,-5.7,-7.9,-8.1,-9.6,-8.2
331,213822,PUYCWQSCLQUIKL-LILDFLRNNA-N,O1CCC(N(CC2=C(NN=C2)C3=CC=4OCOC4C=C3)C)CC1,-8.4,-8.8,-8.9,-8.9,-7.2,-9.7,-9.9,-8.6,-8.1
332,143220,UHJNCWRGJBAYPD-UYBDAZJANA-N,FC=1C=CC(C2=NOC=3N=CN=C(NC(CCO)(C)C)C23)=CC1,-7.9,-7.8,-9.7,-9.0,-5.9,-9.6,-10.0,-7.5,-7.3
333,211434,KFIILRAASLPMCI-UHFFFAOYNA-N,S(=O)(=O)(NCCC1=CC(OC)=C(OC)C=C1)C=2C(=O)N(C(=O)N(C2)C)C,-7.7,-8.8,-9.1,-8.2,-6.3,-7.5,-9.3,-8.3,-7.4
334,230660,SEOCUTYKIMYQLZ-DLGLGFIGNA-N,S(=O)(=O)(NCC=1C(F)=CC=CC1)C=2C=NC(=NC2)N,-7.7,-8.2,-8.7,-8.3,-7.9,-8.6,-9.9,-8.6,-7.2
335,67402,VMVOOZFWPDVIIW-UHFFFAOYNA-N,O=C1N(C(=O)N=C2N(N=C(N=C21)C3=C(C=CC=C3)C)C)C,-9.2,-9.6,-9.0,-9.8,-8.2,-9.5,-11.0,-8.5,-8.1
336,13032,CJEKNOFHSRTBNV-UHFFFAOYNA-N,BrC1=CC(CNC=2C=C3OCCOC3=CC2)=CC(OCC)=C1OCC,-8.0,-8.4,-8.9,-8.3,-6.6,-8.5,-8.5,-8.7,-7.3
337,209411,XGBPUZLDMSIPHG-PKSOQXRJNA-N,S1C=C(N=C1NC=2C(OC)=CC=CC2)C=3C4=C(NC3C)C=CC=C4,-10.2,-9.4,-9.7,-9.4,-6.4,-7.7,-9.3,-8.5,-9.1
338,180761,RFAGQYZJZQMZDD-MPIMZMORNA-N,O=C(N1C(CC1)(C)C(=O)NC2=NOC(=C2)C(C)(C)C)C3(CC3)C4=CC=CC=C4,-7.9,-8.3,-8.2,-7.3,-6.1,-7.0,-8.6,-7.5,-7.9
339,61490,SQXMVZALZWYNAX-UHFFFAOYNA-N,C1CNCCC1N(C)CC2=CC(=CC=C2C#N)Cl,-7.5,-7.3,-7.6,-7.9,-7.3,-8.5,-9.2,-7.5,-6.9
340,212740,XUHDXDZZNBMHCB-NDKGDYFDNA-N,S1C(CNC(=O)C=2C=CC=CC2)=CC=C1,-6.9,-7.1,-7.6,-7.4,-7.7,-7.8,-8.4,-7.8,-6.6
341,152993,YYLRWVRZCDCWAP-HCKMINDGNA-N,S(CC1=CC=C(C=C1)C)C2=NC(CC)=CC(O)=N2,-7.7,-7.7,-8.3,-8.5,-7.5,-8.2,-9.6,-8.3,-7.0
342,108514,LVLOTYIMYWLIDK-UHFFFAOYNA-N,C=12N(N=CC1C=3C=CC(=CC3)F)C=C(C=N2)C4=CC=NC=C4,-9.6,-9.6,-9.7,-9.7,-7.6,-8.2,-10.0,-10.1,-8.9
343,16697,ZIQFYVPVJZEOFS-LNNLXFCONA-N,ClC1=C(C=2C(=O)N(C3=NC(NC4=CC(=CC=C4)CO)=NC=C3C2)C)C(Cl)=CC=C1,-10.0,-9.0,-11.2,-9.7,-7.4,-8.0,-9.9,-10.2,-10.8
344,201363,UHQLKBZXUPPTJO-LILDFLRNNA-N,O=C(NCC=1N(C(C)C)C=2C(N1)=CC=CC2)C=3C=CC=CC3,-9.0,-8.9,-8.8,-8.9,-8.8,-8.7,-9.5,-8.9,-7.7
345,190777,CQZWWPQYTPYYAE-SNBFPXHRNA-N,O(C1=C(/N=C(/N=C(N)N)\N)C=C(OC)C=C1)C,-6.7,-7.8,-7.9,-7.6,-7.3,-7.7,-8.4,-6.6,-6.2
346,145708,XYMMAEGHVANATJ-UYBDAZJANA-N,S1C(C(N2CCOCC2)CNC(=O)C=3C=CC(=CC3)CSC)=CC=C1,-8.0,-8.4,-8.5,-7.8,-5.6,-6.9,-8.6,-8.0,-7.2
347,172358,KYVWEXGFXYIHIL-LNNLXFCONA-N,ClC1=C(C=C(NC(=O)C2=C3C(=C(N4CCOCC4)N=C2)C=CC=C3)C(OC)=C1)C,-8.6,-9.3,-11.0,-11.0,-6.2,-8.2,-9.0,-10.1,-9.3
348,258349,PYPYJZDIKOLOAV-PKSOQXRJNA-N,ClC=1C(C(=O)NC2CCCCC2)=CC(S(=O)(=O)N3CCN(CC3)CC)=CC1,-8.7,-9.5,-9.2,-9.2,-6.2,-7.3,-8.9,-8.6,-7.9
349,238435,WWFCUTQHVGCWCP-LUXCBXFANA-N,ClC1(Cl)C(C1)(C)C(OCC(=O)NC(=O)NC(C)(C)C)=O,-7.3,-7.8,-7.2,-7.2,-7.2,-7.5,-7.8,-6.9,-6.7
350,72063,DTKKOJSKILEEPJ-RUONTYCTNA-N,C(C=1C=CC=CC1)(C2=CC=CC=C2)[C@@H](N)C(=O)N3[C@@H](CCC3)C(NCC4=CNC=N4)=O,-8.6,-9.2,-9.3,-9.0,-6.5,-8.5,-8.5,-9.4,-8.2
351,241551,OSUCFSVSSPNYII-YJBPAFNHNA-N,OC=1N(C(O)=C2C1[C@@H]3N([C@@]2(C)C(OC)=O)/C(/N(C3)C)=N/C4CCCCC4)CC5=CC=CC=C5,-9.0,-8.6,-8.1,-7.5,-6.2,-7.3,-7.6,-8.2,-7.4
352,31681,FPHFICIJDHPAHE-MFMRTNPDNA-N,C1(C(NC[C@@H]2CN(CC3=CC=CC=C3)C[C@@H]2CCC)=O)=C(C=C(C(=C1)Cl)NC)OC,-8.1,-8.5,-9.0,-8.0,-7.1,-6.8,-9.8,-8.9,-8.5
353,172021,WIWTXYOIHSSXOY-HPRFPMAVNA-N,S1C(=NC(CC(=O)NCC2=C(F)C=CC=C2F)=C1)NC(=O)C=3C=CC(OC)=CC3,-9.1,-9.9,-10.3,-8.8,-7.5,-8.8,-10.4,-10.5,-8.0
354,61133,SOGGVAAJATVSRA-AVGNSLFANA-N,O=C(N1[C@H](CC[C@H]1C#N)C=C)[C@@H](N)C2CCCC2,-6.7,-7.6,-6.9,-6.7,-7.2,-7.1,-7.9,-6.4,-6.7
355,18734,TZPLUHSMGUSEKN-UHFFFAOYNA-N,BrC=1C(C2N3C(CCC2C)C(=O)N4C(CCC(C4C5=CC=C(C=C5)C#CCN(C)C)C)C3=O)=CC=CC1,-5.8,-7.2,-10.6,-8.0,-6.5,-8.0,-8.5,-10.5,-8.3
356,98926,OBRLHFBUUWTVMS-PECIQRARNA-N,O=C1N(C2=C(NC(=C2)C3=CC=C(OCC(=O)N4N=C(N)C=C4)C=C3)C(=O)N1CCC)CCC,-9.8,-10.3,-10.5,-9.3,-7.8,-8.3,-9.3,-10.0,-8.8
357,95861,MPFUKHIECMGCDU-IGBJZSFZNA-N,C12=C3N(C(NC4=C(Cl)C=CC=C4Cl)=NC3=CC=C1C(=C(C)N=C2O)CC(=O)OCC)C,-7.5,-8.5,-9.5,-10.1,-6.7,-7.3,-8.9,-9.5,-9.1
358,228223,JSVUMSHBCQCDSY-KJQBJTEXNA-N,S1C(NC(=O)CCC(=O)O)=NC(C2=CC=CC=C2)=C1,-7.9,-8.2,-8.8,-7.8,-7.5,-8.6,-8.8,-8.7,-7.2
359,229764,LYBIBLCPCNBJQQ-YXKJXZEYNA-N,O(/N=C/C1=CC=C(NC(=O)C)C=C1)CC(=O)NC2=CC=C(C=C2)C,-8.7,-8.9,-9.3,-8.9,-7.2,-9.1,-10.2,-9.5,-7.5
360,181929,CVKBOTGNNZNBDV-KMKNNTERNA-N,ClC1=CC=C(CCN2C=3[C@]([C@@H](C2=O)CC(=O)NCCCOC)(CCCCC3)C(OC)=O)C=C1,-8.2,-8.7,-8.4,-8.2,-6.1,-7.3,-8.2,-8.1,-7.8
361,225258,PPPCLMLORPJTGU-JJFURXLTNA-N,S1C2=C(N=C1NC(=O)CSC=3N(C(=O)C(=CN3)C(=O)NC=4C=CC(F)=CC4)C)C=CC(=C2)C,-9.1,-11.4,-10.6,-10.0,-7.2,-9.3,-10.0,-11.8,-9.0
362,29147,KBAMXOZNCXYSJT-UHFFFAOYNA-N,C=1C=CC=2N=C(C=CC2C1C=3N(C)C(SCCN4CCC5=C(C6=C(C=C5CC4)N=C(O6)C(F)(F)F)Br)=NN3)C,-7.3,-12.2,-11.6,-10.3,-7.7,-9.3,-12.2,-10.7,-9.5
363,126109,CZUGZYZPJNHOOB-BDGWVKIONA-N,S1C(C(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3)=C(C=C1)C,-8.8,-9.7,-9.2,-8.5,-7.6,-8.5,-9.5,-9.9,-6.8
364,28864,LQOYFQQIZFEVDY-LNNLXFCONA-N,C1(=C(C2=CC=CC=C2C(=C1)Br)OC)C(=O)NCCN3CC=4C=CC=CC4CC3,-8.8,-10.6,-11.1,-10.0,-8.2,-7.8,-12.1,-11.3,-8.4
365,158163,NILVHGUIIICBLM-ACEFPKFPNA-N,O1[C@]2(OC3=C(C1C=4C(C2)=CC(OC)=C(OC)C4)C(OC(=C3)C5=CC=CC=C5)=O)C6=CC=C(OC)C=C6,-6.3,-10.8,-11.3,-8.9,-7.0,-8.1,-8.4,-9.8,-9.4
366,52886,ZLDNGTPGRKLXMI-JOKBADFQNA-N,N1=C(N=C(C=2N=CN([C@@H]3O[C@@H]([C@H]([C@H]3O)O)C(NCC)=O)C12)NCC(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)NCCNC(NCC=6N=CC=CC6)=O,-7.3,-11.8,-11.2,-9.9,-6.8,-8.6,-10.9,-11.4,-9.4
367,187728,WAAMLROLJKIBIZ-UHFFFAOYNA-N,S=C1N(C2OC(C(OC(=O)C)C(OC(=O)C)C2OC(=O)C)COC(=O)C)C=3CCCCC3C=C1C#N,-4.8,-6.2,-7.3,-5.4,-5.1,-6.1,-6.7,-7.4,-5.9
368,247574,VJXYDYVVQABSFI-XWKXFZRBNA-N,S1C(NC(=O)C2CCCC2)=NC=C1C,-6.5,-7.1,-6.4,-6.3,-7.4,-7.5,-7.4,-6.9,-6.3
369,118192,IIGBWPVTLAYJAQ-PKSOQXRJNA-N,BrC=1C(NC(=O)COC(=O)C=2C=C(S(=O)(=O)N3CCCC3)C=CC2O)=CC=CC1,-8.7,-10.2,-10.2,-9.2,-8.3,-8.3,-10.2,-9.4,-8.4
370,140030,LTDHBZZBZXNWHA-LILDFLRNNA-N,S(C=1C=2C(N(C(=O)C1)C)=CC=CC2)CC(=O)NC3=CC=CN=C3,-8.9,-9.4,-9.5,-8.5,-8.0,-8.0,-10.1,-9.1,-7.7
371,26884,HWEVEQFMAGTKGM-VCZDBIKCNA-N,C1=CC=C2N=C(C(C=3NC=4C(=CC=C(C4)N5CCN(CC5)C)N3)=C(C2=C1Cl)N)O,-6.9,-10.8,-10.2,-9.9,-6.7,-8.7,-9.1,-10.1,-9.2
372,76434,GTIAZJYYTMDICN-UHFFFAOYNA-N,ClC1=CC=C(SC2=CC(=C(C=C2)C#N)C#N)C=C1,-7.4,-8.0,-8.0,-8.1,-7.2,-8.9,-8.4,-7.2,-6.7
373,2747,YENQTICCLFZNRP-VPTTWJIDNA-N,Cl/C(=C\CN1C2=C(N(C(=O)N(C2=O)C)C)N=C1NCCN(C)C)/C,-6.6,-7.4,-7.7,-7.7,-5.8,-8.0,-8.1,-7.3,-6.9
374,79080,HBSXWFBLJONDCO-LELJVTLKNA-N,C1=CC=CC=2NN=C(C21)C(C3=C(C=CC=C3)NCC4=CC5=C(C=C4)N=CC=C5)=O,-10.8,-10.7,-11.8,-11.6,-8.6,-10.6,-13.1,-12.2,-9.1
375,227077,INZQGVPFROHRPW-UHFFFAOYNA-N,OC=1N(C=C(C1)C(O)NC=2C(=CC=CC2C)C)C(C)C,-7.5,-8.6,-8.1,-8.3,-7.8,-8.5,-8.5,-8.5,-7.7
376,43782,RWRIXGUSCOWTAI-SMGBWDQTNA-N,N1(C=2N=C(N3N=CC(=C3)C4=CC=C(C=C4)OC)N=C(C2N=C1)NCC)C5[C@@H]([C@H](O)[C@H](O5)CO)O,-5.3,-9.4,-10.1,-9.2,-6.1,-8.3,-8.7,-9.6,-8.5
377,203970,UYRGDWPZKLPRRE-HXTKINSTNA-N,ClC1=C(C=2N=C(C=C(C(=O)NCCN3CCCCC3)C2C=C1)C=4N=CC=CC4)C,-8.6,-10.4,-10.7,-10.7,-6.8,-9.4,-11.1,-9.9,-8.1
378,197122,HZEVDVGPBUFIAW-UHFFFAOYNA-N,FC1=CC=C(C(OC2CC3N(C(CC3)C2)CCCC)C4=CC=C(F)C=C4)C=C1,-8.4,-8.6,-8.2,-9.6,-6.1,-8.3,-8.3,-8.5,-8.2
379,225402,BBAPQHCZXMZZCY-LILDFLRNNA-N,ClC=1C=CC(NC(=O)C2CCN(CC2)C(=O)C=3OC=CC3)=CC1,-9.3,-9.7,-9.1,-8.3,-6.0,-7.3,-8.7,-9.2,-8.1
380,49658,XZHMLIMCTLTOMQ-PSQGTKSSNA-N,N12C(CN(C[C@@H]1CC[C@H]2C(NC(C(C3=NC=CS3)=O)CCCN=C(N)N)=O)C(=O)CCCC4=CC=CC=C4)=O,-9.6,-10.3,-9.6,-8.7,-6.5,-8.0,-9.3,-9.7,-7.8
381,204835,UQHJJBABYRQGJZ-LNNLXFCONA-N,ClC=1C=C(N(S(=O)(=O)C=2C=C(C(=O)NC=3C=C4CCCC4=CC3)C=CC2)C)C=CC1,-10.2,-11.4,-11.6,-10.8,-6.8,-8.9,-11.7,-12.1,-9.3
382,205194,UQISEIMHWNPEJV-CMLSCEPHNA-N,S(=O)(=O)(N1CC(CCC1)C(=O)NC=2SC=C(N2)CC(OCC)=O)C=3NC=NC3,-8.7,-8.6,-8.6,-8.5,-6.2,-7.4,-9.1,-8.7,-7.3
383,103077,JXEDLZWZDNNKLW-XHWKPVHWNA-N,N1(C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC(=O)C)CC=2C=CC(OP(=O)(O)O)=CC2)=O)CCC(=O)O)=O)CCC(=O)O)=O)[C@H](CC)C)=O)[C@@H](C(=O)NC)CCC1,-6.9,-9.9,-9.8,-8.4,-5.8,-6.2,-10.0,-9.3,-8.0
384,35435,QSPNZLDNIISPRD-UHFFFAOYNA-N,ClC1=CC=C(N=C(C2C(O)=CC(=O)C=C2)C3=CC=C(O)C=C3)C=C1,-7.4,-9.0,-7.8,-8.1,-7.0,-10.4,-10.2,-9.1,-8.1
385,211797,HGIHGWMZWKGWBR-LILDFLRNNA-N,ClC=1C=C(N2N=C(C(=C2C3=NOC(=C3)C)C(=O)NC)C)C=CC1F,-8.2,-8.4,-8.8,-9.2,-6.0,-9.9,-11.3,-8.9,-8.0
386,184590,SXTRFJRVKOWQPO-LILDFLRNNA-N,O1C=2C(OCC1)=CC=C(NC(=O)CC(C3=CC=CC=C3)C)C2,-9.1,-9.8,-9.2,-8.8,-7.3,-10.1,-9.9,-9.8,-8.5
387,96889,OTKNPSVTBSVAHV-WUSLAWIHNA-N,O(CCCN(C)C)C1=CC(=C(NC(=O)NC2=CC(C=3C=C(OC)C(=CC3)C(=O)C)=C(OC)C(OC)=C2)C=C1)C,-6.5,-9.5,-9.4,-8.6,-5.5,-6.7,-10.6,-8.8,-7.9
388,80313,BDKLBVJOAHIRMK-GOSISDBHNA-N,C=1C(=CC(=C(F)C1)C[C@@H](N)C2CCN(CC2)C=3C=CN=CC3)F,-9.0,-9.5,-9.0,-9.0,-7.4,-8.7,-9.0,-9.1,-8.7
389,74415,HLRVOPKKWNOLIT-SHHOZWNJNA-N,S1C(=NC=C1)C2=C(CCC3=CC=CC=C3)C4=C(N=C2O)C=CC(OCC(=O)NCC5=CC=CC=C5)=C4,-9.6,-10.5,-10.7,-10.0,-7.4,-10.2,-11.7,-10.8,-8.4
390,227279,CKIMWSMKUMSKMU-UHFFFAOYNA-N,S1C(=NC=2C=CC=CC2)C(=C(N3CCOCC3)N=C(C4=CC=C(F)C=C4)C1)C#N,-6.0,-8.2,-8.3,-7.2,-6.5,-7.1,-7.6,-8.0,-8.0
391,76629,GSTOXAXQXFXCNT-PIKZIKFNNA-N,FC=1C=2C(CN(C3CC3)C(=O)[C@@H]4[C@](O)(CCNC4)C5=CC(F)=C(F)C=C5)=CN(C2C=CC1)CC6=CON=C6,-8.4,-10.2,-8.9,-8.7,-7.5,-8.6,-8.3,-9.8,-8.6
392,81319,BKVHHNCGQAGLEV-BARAXSACNA-N,C(N(CC(N[C@H](C(C(=O)O)=O)CCCCN)=O)C1CCCC1)([C@H](NCC(O)=O)CC2CCCCC2)=O,-7.6,-8.1,-7.5,-6.5,-4.7,-6.5,-8.5,-7.6,-7.0
393,59832,UPMOASVPWGHSCQ-OKPOJWAQNA-N,O1CCN(CC1)CCOC2=C(OC)C=C3C(N=CC(=C3NC=4C=CC(OC5=CC=CC=C5)=CC4)C#N)=C2,-9.7,-10.0,-9.1,-8.9,-6.5,-8.2,-9.1,-9.4,-8.3
394,104608,IRTXXNQFMQSXOH-LBOYIXSDNA-N,N12C(C(NC3=C(Cl)C=CC=C3C)=NC=4C1=C(OCC5=CC=CC=C5)C=CC4)=CN=C2,-10.3,-9.4,-10.3,-10.7,-7.0,-8.1,-9.0,-10.5,-10.4
395,154254,LDTIYYVZEURZOH-UHFFFAOYNA-N,S1C(=NC(C2=CC=C(OC)N=C2)=C1)C(O)C3=CC=C(OC)C=C3,-8.6,-8.5,-8.1,-8.2,-6.9,-8.7,-9.1,-8.2,-7.0
396,249318,DFCVDUQQZDFFGU-LILDFLRNNA-N,S(C=1N(C(=NN1)CN2CCCCCC2=O)C3=NC=CC=C3)CC(=O)NCC,-8.5,-8.5,-7.8,-8.2,-7.2,-7.3,-8.4,-8.4,-7.4
397,21590,LEFSKDLSUQIMBU-LQFNOIFHNA-N,O(C=1C=C2C(CCNC3=NC=NC=C3C=4C(=CC=CC4)C)=CNC2=CC1)C,-9.1,-10.1,-10.2,-9.6,-6.9,-7.4,-11.6,-9.0,-8.1
398,17668,VGBITZYUTVOJFE-UHFFFAOYNA-N,O(C=1C(C=2C(N3C=CN=C3)=NC=NC2)=CC=CC1)C,-7.5,-7.2,-6.9,-7.9,-6.8,-8.4,-8.3,-6.6,-6.9
399,38231,VQBNZDYHKWNFIA-XIPNIRHDNA-N,FC(F)(F)C1=NN(C(C(=O)CC2=CC=C(N3C(=NC=C3)CN(C)C)C=C2)=C1)C=4C=C5C(ON=C5N)=CC4,-10.9,-10.5,-11.3,-10.0,-6.3,-7.8,-11.8,-9.6,-9.0
400,146793,GYWBZWLRGRTYLL-UHFFFAOYNA-N,ClC=1C=C(C=2OC(=C(N2)CN3C=4SC=CC4C=C3C(OC)=O)C)C=CC1,-9.0,-9.4,-9.0,-9.0,-6.2,-7.3,-11.1,-9.3,-7.9
401,113048,IWNOKPGNWFUZEG-UHFFFAOYNA-N,O=C(N1CCN(CC1)C2=C(C=CC(=C2)C)C)CCCCC=3ON=C(N3)C=4C=CC(OC)=CC4,-10.0,-10.7,-10.8,-9.2,-7.6,-9.5,-11.1,-9.9,-8.1
402,29560,ZMNWFTYYYCSSTF-OAXRBSTONA-N,C=1(C=2C(N(N1)[C@H]3CC[C@@H](CC3)N4CCN(CC4)C(C)=O)=NC=NC2N)C5=CC(=C(C=C5)NC(C=6N(C7=C(C6)C=CC=C7)C)=O)OC,-6.9,-12.3,-13.0,-10.4,-7.5,-9.4,-11.0,-12.2,-10.5
403,51242,WVSMDKHZUWGJKS-UHFFFAOYNA-N,N1(C(=C(C=2C(C1=O)=CC(OCC3=CC=CC=C3)=CC2)C4=CC(=C(C(=C4)OC)OC)OC)C(=O)OC)C5=CC=C(N)C=C5,-5.3,-9.4,-10.1,-7.8,-5.4,-7.9,-8.2,-10.8,-8.2
404,121641,NFZCUPHADFIYHN-YSFRZULJNA-N,S(CC(=O)NC=1C(OC)=CC=C(OC)C1)C2=NC(O)=NC=C2,-7.7,-7.5,-8.5,-7.4,-7.6,-8.2,-9.0,-7.7,-6.6
405,214390,DBZPWMVGCMRXDI-HPCMXSDINA-N,OC12C[C@@H]3C(N4CCOCC4)[C@H](C1)CC(C3)C2,-7.3,-7.8,-6.9,-7.0,-7.9,-7.8,-7.4,-7.5,-6.8
406,242120,BTLLATDEVWSWGD-UHFFFAOYNA-N,O(C=1C=2C=3N(CCC3C=CC2)C(=O)C1C4=CC=CC=C4)C(=O)C=5OC=CC5,-8.3,-9.1,-11.0,-10.4,-7.8,-10.8,-11.3,-8.4,-8.9
407,151252,JOXHECKNZZBJRY-UYBDAZJANA-N,ClC=1C(=CC(NC(=O)COC(=O)C=2C=CN(=O)=CC2)=CC1)C(F)(F)F,-9.3,-9.3,-10.5,-8.5,-7.8,-9.0,-10.3,-9.0,-8.2
408,134299,UKAFULWPIKWFAP-UHFFFAOYNA-N,S1C(=NC=2C1=CC=CC2)CN3N=C(N=N3)C=4C=CC(CC)=CC4,-9.5,-9.8,-9.5,-9.0,-6.6,-8.0,-10.7,-9.7,-7.8
409,178259,RFRLAGYVGFLVIM-HXTKINSTNA-N,S1C(NC(=O)CCC(=O)N2CCN(C3C=4C(C=5C3=CC=CC5)=CC=CC4)CC2)=NN=C1CC,-10.0,-10.5,-11.3,-10.7,-6.1,-9.4,-11.7,-11.2,-9.7
410,19858,QFUHCUNJMQVKME-SDRQFZCRNA-N,N=1C=NC=2N(N=C(C3=CC=C4C(C=CC(=N4)Cl)=C3)C2C1N)C(C)C,-9.6,-10.0,-10.2,-10.4,-7.5,-10.6,-11.3,-9.8,-8.5
