selection_source,calibration_ligands,repetition,target_index,target
calibration_sample,2000,82,11,LCK
calibration_sample,2000,82,15,MAPKAPK2
calibration_sample,2000,82,18,PTK2
calibration_sample,2000,83,1,AKT1
calibration_sample,2000,83,4,CSF1R
calibration_sample,2000,83,5,EGFR
calibration_sample,2000,83,8,JAK2
calibration_sample,2000,83,9,KDR
calibration_sample,2000,83,11,LCK
calibration_sample,2000,83,15,MAPKAPK2
calibration_sample,2000,83,18,PTK2
calibration_sample,2000,84,1,AKT1
calibration_sample,2000,84,4,CSF1R
calibration_sample,2000,84,5,EGFR
calibration_sample,2000,84,8,JAK2
calibration_sample,2000,84,9,KDR
calibration_sample,2000,84,15,MAPKAPK2
calibration_sample,2000,84,18,PTK2
calibration_sample,2000,84,20,SRC
calibration_sample,2000,85,1,AKT1
calibration_sample,2000,85,3,CDK2
calibration_sample,2000,85,4,CSF1R
calibration_sample,2000,85,5,EGFR
calibration_sample,2000,85,8,JAK2
calibration_sample,2000,85,9,KDR
calibration_sample,2000,85,11,LCK
calibration_sample,2000,85,18,PTK2
calibration_sample,2000,86,1,AKT1
calibration_sample,2000,86,3,CDK2
calibration_sample,2000,86,4,CSF1R
calibration_sample,2000,86,5,EGFR
calibration_sample,2000,86,7,IGF1R
calibration_sample,2000,86,9,KDR
calibration_sample,2000,86,15,MAPKAPK2
calibration_sample,2000,86,20,SRC
calibration_sample,2000,87,1,AKT1
calibration_sample,2000,87,3,CDK2
calibration_sample,2000,87,4,CSF1R
calibration_sample,2000,87,5,EGFR
calibration_sample,2000,87,7,IGF1R
calibration_sample,2000,87,9,KDR
calibration_sample,2000,87,11,LCK
calibration_sample,2000,87,17,PLK1
calibration_sample,2000,88,1,AKT1
calibration_sample,2000,88,3,CDK2
calibration_sample,2000,88,4,CSF1R
calibration_sample,2000,88,5,EGFR
calibration_sample,2000,88,7,IGF1R
calibration_sample,2000,88,8,JAK2
calibration_sample,2000,88,9,KDR
calibration_sample,2000,88,11,LCK
calibration_sample,2000,89,1,AKT1
calibration_sample,2000,89,4,CSF1R
calibration_sample,2000,89,5,EGFR
calibration_sample,2000,89,8,JAK2
calibration_sample,2000,89,9,KDR
calibration_sample,2000,89,11,LCK
calibration_sample,2000,89,15,MAPKAPK2
calibration_sample,2000,89,18,PTK2
calibration_sample,2000,90,1,AKT1
calibration_sample,2000,90,3,CDK2
calibration_sample,2000,90,4,CSF1R
calibration_sample,2000,90,5,EGFR
calibration_sample,2000,90,8,JAK2
calibration_sample,2000,90,9,KDR
calibration_sample,2000,90,11,LCK
calibration_sample,2000,90,18,PTK2
calibration_sample,2000,91,1,AKT1
calibration_sample,2000,91,3,CDK2
calibration_sample,2000,91,4,CSF1R
calibration_sample,2000,91,5,EGFR
calibration_sample,2000,91,7,IGF1R
calibration_sample,2000,91,9,KDR
calibration_sample,2000,91,11,LCK
calibration_sample,2000,91,17,PLK1
calibration_sample,2000,92,1,AKT1
calibration_sample,2000,92,2,AKT2
calibration_sample,2000,92,3,CDK2
calibration_sample,2000,92,4,CSF1R
calibration_sample,2000,92,5,EGFR
calibration_sample,2000,92,7,IGF1R
calibration_sample,2000,92,9,KDR
calibration_sample,2000,92,20,SRC
calibration_sample,2000,93,1,AKT1
calibration_sample,2000,93,4,CSF1R
calibration_sample,2000,93,5,EGFR
calibration_sample,2000,93,8,JAK2
calibration_sample,2000,93,9,KDR
calibration_sample,2000,93,11,LCK
calibration_sample,2000,93,15,MAPKAPK2
calibration_sample,2000,93,18,PTK2
calibration_sample,2000,94,1,AKT1
calibration_sample,2000,94,4,CSF1R
calibration_sample,2000,94,5,EGFR
calibration_sample,2000,94,7,IGF1R
calibration_sample,2000,94,8,JAK2
calibration_sample,2000,94,9,KDR
calibration_sample,2000,94,15,MAPKAPK2
calibration_sample,2000,94,20,SRC
calibration_sample,2000,95,1,AKT1
calibration_sample,2000,95,4,CSF1R
calibration_sample,2000,95,5,EGFR
calibration_sample,2000,95,8,JAK2
calibration_sample,2000,95,9,KDR
calibration_sample,2000,95,11,LCK
calibration_sample,2000,95,15,MAPKAPK2
calibration_sample,2000,95,17,PLK1
calibration_sample,2000,96,1,AKT1
calibration_sample,2000,96,3,CDK2
calibration_sample,2000,96,4,CSF1R
calibration_sample,2000,96,5,EGFR
calibration_sample,2000,96,8,JAK2
calibration_sample,2000,96,9,KDR
calibration_sample,2000,96,11,LCK
calibration_sample,2000,96,15,MAPKAPK2
calibration_sample,2000,97,1,AKT1
calibration_sample,2000,97,4,CSF1R
calibration_sample,2000,97,5,EGFR
calibration_sample,2000,97,8,JAK2
calibration_sample,2000,97,9,KDR
calibration_sample,2000,97,11,LCK
calibration_sample,2000,97,15,MAPKAPK2
calibration_sample,2000,97,18,PTK2
calibration_sample,2000,98,1,AKT1
calibration_sample,2000,98,3,CDK2
calibration_sample,2000,98,4,CSF1R
calibration_sample,2000,98,5,EGFR
calibration_sample,2000,98,8,JAK2
calibration_sample,2000,98,9,KDR
calibration_sample,2000,98,11,LCK
calibration_sample,2000,98,15,MAPKAPK2
calibration_sample,2000,99,1,AKT1
calibration_sample,2000,99,3,CDK2
calibration_sample,2000,99,4,CSF1R
calibration_sample,2000,99,5,EGFR
calibration_sample,2000,99,7,IGF1R
calibration_sample,2000,99,9,KDR
calibration_sample,2000,99,18,PTK2
calibration_sample,2000,99,20,SRC
calibration_sample,5000,0,1,AKT1
calibration_sample,5000,0,3,CDK2
calibration_sample,5000,0,4,CSF1R
calibration_sample,5000,0,5,EGFR
calibration_sample,5000,0,7,IGF1R
calibration_sample,5000,0,9,KDR
calibration_sample,5000,0,18,PTK2
calibration_sample,5000,0,20,SRC
calibration_sample,5000,1,1,AKT1
calibration_sample,5000,1,4,CSF1R
calibration_sample,5000,1,5,EGFR
calibration_sample,5000,1,8,JAK2
calibration_sample,5000,1,9,KDR
calibration_sample,5000,1,11,LCK
calibration_sample,5000,1,15,MAPKAPK2
calibration_sample,5000,1,18,PTK2
calibration_sample,5000,2,1,AKT1
calibration_sample,5000,2,4,CSF1R
calibration_sample,5000,2,5,EGFR
calibration_sample,5000,2,8,JAK2
calibration_sample,5000,2,9,KDR
calibration_sample,5000,2,11,LCK
calibration_sample,5000,2,15,MAPKAPK2
calibration_sample,5000,2,18,PTK2
calibration_sample,5000,3,1,AKT1
calibration_sample,5000,3,4,CSF1R
calibration_sample,5000,3,5,EGFR
calibration_sample,5000,3,8,JAK2
calibration_sample,5000,3,9,KDR
calibration_sample,5000,3,11,LCK
calibration_sample,5000,3,15,MAPKAPK2
calibration_sample,5000,3,18,PTK2
calibration_sample,5000,4,1,AKT1
calibration_sample,5000,4,4,CSF1R
calibration_sample,5000,4,5,EGFR
calibration_sample,5000,4,8,JAK2
calibration_sample,5000,4,9,KDR
calibration_sample,5000,4,11,LCK
calibration_sample,5000,4,15,MAPKAPK2
calibration_sample,5000,4,18,PTK2
calibration_sample,5000,5,1,AKT1
calibration_sample,5000,5,3,CDK2
calibration_sample,5000,5,4,CSF1R
calibration_sample,5000,5,5,EGFR
calibration_sample,5000,5,7,IGF1R
calibration_sample,5000,5,8,JAK2
calibration_sample,5000,5,9,KDR
calibration_sample,5000,5,20,SRC
calibration_sample,5000,6,1,AKT1
calibration_sample,5000,6,4,CSF1R
calibration_sample,5000,6,5,EGFR
calibration_sample,5000,6,8,JAK2
calibration_sample,5000,6,9,KDR
calibration_sample,5000,6,11,LCK
calibration_sample,5000,6,15,MAPKAPK2
calibration_sample,5000,6,18,PTK2
calibration_sample,5000,7,1,AKT1
calibration_sample,5000,7,4,CSF1R
calibration_sample,5000,7,5,EGFR
calibration_sample,5000,7,8,JAK2
calibration_sample,5000,7,9,KDR
calibration_sample,5000,7,11,LCK
calibration_sample,5000,7,15,MAPKAPK2
calibration_sample,5000,7,18,PTK2
calibration_sample,5000,8,1,AKT1
calibration_sample,5000,8,4,CSF1R
calibration_sample,5000,8,5,EGFR
calibration_sample,5000,8,8,JAK2
calibration_sample,5000,8,9,KDR
calibration_sample,5000,8,11,LCK
calibration_sample,5000,8,15,MAPKAPK2
calibration_sample,5000,8,18,PTK2
calibration_sample,5000,9,1,AKT1
calibration_sample,5000,9,4,CSF1R
calibration_sample,5000,9,5,EGFR
calibration_sample,5000,9,8,JAK2
calibration_sample,5000,9,9,KDR
calibration_sample,5000,9,11,LCK
calibration_sample,5000,9,15,MAPKAPK2
calibration_sample,5000,9,18,PTK2
calibration_sample,5000,10,1,AKT1
calibration_sample,5000,10,4,CSF1R
calibration_sample,5000,10,5,EGFR
calibration_sample,5000,10,8,JAK2
calibration_sample,5000,10,9,KDR
calibration_sample,5000,10,11,LCK
calibration_sample,5000,10,15,MAPKAPK2
calibration_sample,5000,10,18,PTK2
calibration_sample,5000,11,1,AKT1
calibration_sample,5000,11,4,CSF1R
calibration_sample,5000,11,5,EGFR
calibration_sample,5000,11,8,JAK2
calibration_sample,5000,11,9,KDR
calibration_sample,5000,11,11,LCK
calibration_sample,5000,11,15,MAPKAPK2
calibration_sample,5000,11,18,PTK2
calibration_sample,5000,12,1,AKT1
calibration_sample,5000,12,4,CSF1R
calibration_sample,5000,12,5,EGFR
calibration_sample,5000,12,8,JAK2
calibration_sample,5000,12,9,KDR
calibration_sample,5000,12,15,MAPKAPK2
calibration_sample,5000,12,18,PTK2
calibration_sample,5000,12,20,SRC
calibration_sample,5000,13,1,AKT1
calibration_sample,5000,13,3,CDK2
calibration_sample,5000,13,4,CSF1R
calibration_sample,5000,13,5,EGFR
calibration_sample,5000,13,7,IGF1R
calibration_sample,5000,13,9,KDR
calibration_sample,5000,13,15,MAPKAPK2
calibration_sample,5000,13,20,SRC
calibration_sample,5000,14,1,AKT1
calibration_sample,5000,14,3,CDK2
calibration_sample,5000,14,4,CSF1R
calibration_sample,5000,14,5,EGFR
calibration_sample,5000,14,7,IGF1R
calibration_sample,5000,14,9,KDR
calibration_sample,5000,14,11,LCK
calibration_sample,5000,14,17,PLK1
calibration_sample,5000,15,1,AKT1
calibration_sample,5000,15,4,CSF1R
calibration_sample,5000,15,5,EGFR
calibration_sample,5000,15,8,JAK2
calibration_sample,5000,15,9,KDR
calibration_sample,5000,15,11,LCK
calibration_sample,5000,15,15,MAPKAPK2
calibration_sample,5000,15,18,PTK2
calibration_sample,5000,16,1,AKT1
calibration_sample,5000,16,4,CSF1R
calibration_sample,5000,16,5,EGFR
calibration_sample,5000,16,7,IGF1R
calibration_sample,5000,16,8,JAK2
calibration_sample,5000,16,9,KDR
calibration_sample,5000,16,11,LCK
calibration_sample,5000,16,15,MAPKAPK2
calibration_sample,5000,17,1,AKT1
calibration_sample,5000,17,4,CSF1R
calibration_sample,5000,17,5,EGFR
calibration_sample,5000,17,8,JAK2
calibration_sample,5000,17,9,KDR
calibration_sample,5000,17,11,LCK
calibration_sample,5000,17,15,MAPKAPK2
calibration_sample,5000,17,18,PTK2
calibration_sample,5000,18,1,AKT1
calibration_sample,5000,18,4,CSF1R
calibration_sample,5000,18,5,EGFR
calibration_sample,5000,18,8,JAK2
calibration_sample,5000,18,9,KDR
calibration_sample,5000,18,11,LCK
calibration_sample,5000,18,15,MAPKAPK2
calibration_sample,5000,18,18,PTK2
calibration_sample,5000,19,1,AKT1
calibration_sample,5000,19,3,CDK2
calibration_sample,5000,19,4,CSF1R
calibration_sample,5000,19,5,EGFR
calibration_sample,5000,19,7,IGF1R
calibration_sample,5000,19,8,JAK2
calibration_sample,5000,19,9,KDR
calibration_sample,5000,19,11,LCK
calibration_sample,5000,20,1,AKT1
calibration_sample,5000,20,4,CSF1R
calibration_sample,5000,20,5,EGFR
calibration_sample,5000,20,8,JAK2
calibration_sample,5000,20,9,KDR
calibration_sample,5000,20,15,MAPKAPK2
calibration_sample,5000,20,18,PTK2
calibration_sample,5000,20,20,SRC
calibration_sample,5000,21,1,AKT1
calibration_sample,5000,21,4,CSF1R
calibration_sample,5000,21,5,EGFR
calibration_sample,5000,21,8,JAK2
calibration_sample,5000,21,9,KDR
calibration_sample,5000,21,15,MAPKAPK2
calibration_sample,5000,21,18,PTK2
calibration_sample,5000,21,20,SRC
calibration_sample,5000,22,1,AKT1
calibration_sample,5000,22,4,CSF1R
calibration_sample,5000,22,5,EGFR
calibration_sample,5000,22,8,JAK2
calibration_sample,5000,22,9,KDR
calibration_sample,5000,22,11,LCK
calibration_sample,5000,22,15,MAPKAPK2
calibration_sample,5000,22,18,PTK2
calibration_sample,5000,23,1,AKT1
calibration_sample,5000,23,4,CSF1R
calibration_sample,5000,23,5,EGFR
calibration_sample,5000,23,8,JAK2
calibration_sample,5000,23,9,KDR
calibration_sample,5000,23,11,LCK
calibration_sample,5000,23,15,MAPKAPK2
calibration_sample,5000,23,18,PTK2
calibration_sample,5000,24,1,AKT1
calibration_sample,5000,24,4,CSF1R
calibration_sample,5000,24,5,EGFR
calibration_sample,5000,24,8,JAK2
calibration_sample,5000,24,9,KDR
calibration_sample,5000,24,11,LCK
calibration_sample,5000,24,15,MAPKAPK2
calibration_sample,5000,24,18,PTK2
calibration_sample,5000,25,1,AKT1
calibration_sample,5000,25,4,CSF1R
calibration_sample,5000,25,5,EGFR
calibration_sample,5000,25,8,JAK2
calibration_sample,5000,25,9,KDR
calibration_sample,5000,25,11,LCK
calibration_sample,5000,25,15,MAPKAPK2
calibration_sample,5000,25,18,PTK2
calibration_sample,5000,26,1,AKT1
calibration_sample,5000,26,3,CDK2
calibration_sample,5000,26,4,CSF1R
calibration_sample,5000,26,5,EGFR
calibration_sample,5000,26,7,IGF1R
calibration_sample,5000,26,9,KDR
calibration_sample,5000,26,17,PLK1
calibration_sample,5000,26,20,SRC
calibration_sample,5000,27,1,AKT1
calibration_sample,5000,27,4,CSF1R
calibration_sample,5000,27,5,EGFR
calibration_sample,5000,27,8,JAK2
calibration_sample,5000,27,9,KDR
calibration_sample,5000,27,11,LCK
calibration_sample,5000,27,15,MAPKAPK2
calibration_sample,5000,27,18,PTK2
calibration_sample,5000,28,1,AKT1
calibration_sample,5000,28,3,CDK2
calibration_sample,5000,28,4,CSF1R
calibration_sample,5000,28,5,EGFR
calibration_sample,5000,28,7,IGF1R
calibration_sample,5000,28,9,KDR
calibration_sample,5000,28,13,MAPK1
calibration_sample,5000,28,20,SRC
calibration_sample,5000,29,1,AKT1
calibration_sample,5000,29,3,CDK2
calibration_sample,5000,29,4,CSF1R
calibration_sample,5000,29,5,EGFR
calibration_sample,5000,29,7,IGF1R
calibration_sample,5000,29,9,KDR
calibration_sample,5000,29,15,MAPKAPK2
calibration_sample,5000,29,20,SRC
calibration_sample,5000,30,1,AKT1
calibration_sample,5000,30,4,CSF1R
calibration_sample,5000,30,5,EGFR
calibration_sample,5000,30,8,JAK2
calibration_sample,5000,30,9,KDR
calibration_sample,5000,30,11,LCK
calibration_sample,5000,30,15,MAPKAPK2
calibration_sample,5000,30,18,PTK2
calibration_sample,5000,31,1,AKT1
calibration_sample,5000,31,3,CDK2
calibration_sample,5000,31,5,EGFR
calibration_sample,5000,31,7,IGF1R
calibration_sample,5000,31,9,KDR
calibration_sample,5000,31,14,MAPK14
calibration_sample,5000,31,18,PTK2
calibration_sample,5000,31,20,SRC
calibration_sample,5000,32,1,AKT1
calibration_sample,5000,32,4,CSF1R
calibration_sample,5000,32,5,EGFR
calibration_sample,5000,32,8,JAK2
calibration_sample,5000,32,9,KDR
calibration_sample,5000,32,11,LCK
calibration_sample,5000,32,15,MAPKAPK2
calibration_sample,5000,32,18,PTK2
calibration_sample,5000,33,1,AKT1
calibration_sample,5000,33,4,CSF1R
calibration_sample,5000,33,5,EGFR
calibration_sample,5000,33,8,JAK2
calibration_sample,5000,33,9,KDR
calibration_sample,5000,33,11,LCK
calibration_sample,5000,33,15,MAPKAPK2
calibration_sample,5000,33,18,PTK2
calibration_sample,5000,34,1,AKT1
calibration_sample,5000,34,4,CSF1R
calibration_sample,5000,34,5,EGFR
calibration_sample,5000,34,8,JAK2
calibration_sample,5000,34,9,KDR
calibration_sample,5000,34,11,LCK
calibration_sample,5000,34,15,MAPKAPK2
calibration_sample,5000,34,18,PTK2
calibration_sample,5000,35,1,AKT1
calibration_sample,5000,35,4,CSF1R
calibration_sample,5000,35,5,EGFR
calibration_sample,5000,35,8,JAK2
calibration_sample,5000,35,9,KDR
calibration_sample,5000,35,14,MAPK14
calibration_sample,5000,35,15,MAPKAPK2
calibration_sample,5000,35,20,SRC
calibration_sample,5000,36,1,AKT1
calibration_sample,5000,36,4,CSF1R
calibration_sample,5000,36,5,EGFR
calibration_sample,5000,36,8,JAK2
calibration_sample,5000,36,9,KDR
calibration_sample,5000,36,11,LCK
calibration_sample,5000,36,15,MAPKAPK2
calibration_sample,5000,36,18,PTK2
calibration_sample,5000,37,1,AKT1
calibration_sample,5000,37,4,CSF1R
calibration_sample,5000,37,5,EGFR
calibration_sample,5000,37,8,JAK2
calibration_sample,5000,37,9,KDR
calibration_sample,5000,37,11,LCK
calibration_sample,5000,37,15,MAPKAPK2
calibration_sample,5000,37,18,PTK2
calibration_sample,5000,38,1,AKT1
calibration_sample,5000,38,3,CDK2
calibration_sample,5000,38,4,CSF1R
calibration_sample,5000,38,5,EGFR
calibration_sample,5000,38,7,IGF1R
calibration_sample,5000,38,9,KDR
calibration_sample,5000,38,18,PTK2
calibration_sample,5000,38,20,SRC
calibration_sample,5000,39,1,AKT1
calibration_sample,5000,39,4,CSF1R
calibration_sample,5000,39,5,EGFR
calibration_sample,5000,39,8,JAK2
calibration_sample,5000,39,9,KDR
calibration_sample,5000,39,11,LCK
calibration_sample,5000,39,15,MAPKAPK2
calibration_sample,5000,39,18,PTK2
calibration_sample,5000,40,1,AKT1
calibration_sample,5000,40,3,CDK2
calibration_sample,5000,40,5,EGFR
calibration_sample,5000,40,7,IGF1R
calibration_sample,5000,40,9,KDR
calibration_sample,5000,40,14,MAPK14
calibration_sample,5000,40,15,MAPKAPK2
calibration_sample,5000,40,20,SRC
calibration_sample,5000,41,1,AKT1
calibration_sample,5000,41,4,CSF1R
calibration_sample,5000,41,5,EGFR
calibration_sample,5000,41,8,JAK2
calibration_sample,5000,41,9,KDR
calibration_sample,5000,41,11,LCK
calibration_sample,5000,41,15,MAPKAPK2
calibration_sample,5000,41,18,PTK2
calibration_sample,5000,42,1,AKT1
calibration_sample,5000,42,3,CDK2
calibration_sample,5000,42,4,CSF1R
calibration_sample,5000,42,5,EGFR
calibration_sample,5000,42,7,IGF1R
calibration_sample,5000,42,9,KDR
calibration_sample,5000,42,15,MAPKAPK2
calibration_sample,5000,42,20,SRC
calibration_sample,5000,43,1,AKT1
calibration_sample,5000,43,3,CDK2
calibration_sample,5000,43,5,EGFR
calibration_sample,5000,43,8,JAK2
calibration_sample,5000,43,9,KDR
calibration_sample,5000,43,11,LCK
calibration_sample,5000,43,14,MAPK14
calibration_sample,5000,43,18,PTK2
calibration_sample,5000,44,1,AKT1
calibration_sample,5000,44,4,CSF1R
calibration_sample,5000,44,5,EGFR
calibration_sample,5000,44,8,JAK2
calibration_sample,5000,44,9,KDR
calibration_sample,5000,44,11,LCK
calibration_sample,5000,44,15,MAPKAPK2
calibration_sample,5000,44,18,PTK2
calibration_sample,5000,45,1,AKT1
calibration_sample,5000,45,4,CSF1R
calibration_sample,5000,45,5,EGFR
calibration_sample,5000,45,8,JAK2
calibration_sample,5000,45,9,KDR
calibration_sample,5000,45,11,LCK
calibration_sample,5000,45,15,MAPKAPK2
calibration_sample,5000,45,18,PTK2
calibration_sample,5000,46,1,AKT1
calibration_sample,5000,46,4,CSF1R
calibration_sample,5000,46,5,EGFR
calibration_sample,5000,46,8,JAK2
calibration_sample,5000,46,9,KDR
calibration_sample,5000,46,11,LCK
calibration_sample,5000,46,15,MAPKAPK2
calibration_sample,5000,46,18,PTK2
calibration_sample,5000,47,1,AKT1
calibration_sample,5000,47,4,CSF1R
calibration_sample,5000,47,5,EGFR
calibration_sample,5000,47,8,JAK2
calibration_sample,5000,47,9,KDR
calibration_sample,5000,47,15,MAPKAPK2
calibration_sample,5000,47,18,PTK2
calibration_sample,5000,47,20,SRC
calibration_sample,5000,48,1,AKT1
calibration_sample,5000,48,4,CSF1R
calibration_sample,5000,48,5,EGFR
calibration_sample,5000,48,8,JAK2
calibration_sample,5000,48,9,KDR
calibration_sample,5000,48,15,MAPKAPK2
calibration_sample,5000,48,18,PTK2
calibration_sample,5000,48,20,SRC
calibration_sample,5000,49,1,AKT1
calibration_sample,5000,49,3,CDK2
calibration_sample,5000,49,4,CSF1R
calibration_sample,5000,49,5,EGFR
calibration_sample,5000,49,7,IGF1R
calibration_sample,5000,49,9,KDR
calibration_sample,5000,49,11,LCK
calibration_sample,5000,49,17,PLK1
calibration_sample,5000,50,1,AKT1
calibration_sample,5000,50,2,AKT2
calibration_sample,5000,50,3,CDK2
calibration_sample,5000,50,4,CSF1R
calibration_sample,5000,50,5,EGFR
calibration_sample,5000,50,8,JAK2
calibration_sample,5000,50,9,KDR
calibration_sample,5000,50,11,LCK
calibration_sample,5000,51,1,AKT1
calibration_sample,5000,51,4,CSF1R
calibration_sample,5000,51,5,EGFR
calibration_sample,5000,51,8,JAK2
calibration_sample,5000,51,9,KDR
calibration_sample,5000,51,11,LCK
calibration_sample,5000,51,15,MAPKAPK2
calibration_sample,5000,51,18,PTK2
calibration_sample,5000,52,1,AKT1
calibration_sample,5000,52,3,CDK2
calibration_sample,5000,52,4,CSF1R
calibration_sample,5000,52,5,EGFR
calibration_sample,5000,52,7,IGF1R
calibration_sample,5000,52,9,KDR
calibration_sample,5000,52,17,PLK1
calibration_sample,5000,52,20,SRC
calibration_sample,5000,53,1,AKT1
calibration_sample,5000,53,2,AKT2
calibration_sample,5000,53,3,CDK2
calibration_sample,5000,53,4,CSF1R
calibration_sample,5000,53,5,EGFR
calibration_sample,5000,53,8,JAK2
calibration_sample,5000,53,9,KDR
calibration_sample,5000,53,11,LCK
calibration_sample,5000,54,1,AKT1
calibration_sample,5000,54,4,CSF1R
calibration_sample,5000,54,5,EGFR
calibration_sample,5000,54,8,JAK2
calibration_sample,5000,54,9,KDR
calibration_sample,5000,54,11,LCK
calibration_sample,5000,54,15,MAPKAPK2
calibration_sample,5000,54,18,PTK2
calibration_sample,5000,55,1,AKT1
calibration_sample,5000,55,3,CDK2
calibration_sample,5000,55,5,EGFR
calibration_sample,5000,55,7,IGF1R
calibration_sample,5000,55,8,JAK2
calibration_sample,5000,55,9,KDR
calibration_sample,5000,55,14,MAPK14
calibration_sample,5000,55,20,SRC
calibration_sample,5000,56,1,AKT1
calibration_sample,5000,56,4,CSF1R
calibration_sample,5000,56,5,EGFR
calibration_sample,5000,56,8,JAK2
calibration_sample,5000,56,9,KDR
calibration_sample,5000,56,11,LCK
calibration_sample,5000,56,15,MAPKAPK2
calibration_sample,5000,56,18,PTK2
calibration_sample,5000,57,1,AKT1
calibration_sample,5000,57,4,CSF1R
calibration_sample,5000,57,5,EGFR
calibration_sample,5000,57,8,JAK2
calibration_sample,5000,57,9,KDR
calibration_sample,5000,57,11,LCK
calibration_sample,5000,57,15,MAPKAPK2
calibration_sample,5000,57,18,PTK2
calibration_sample,5000,58,1,AKT1
calibration_sample,5000,58,3,CDK2
calibration_sample,5000,58,4,CSF1R
calibration_sample,5000,58,5,EGFR
calibration_sample,5000,58,7,IGF1R
calibration_sample,5000,58,8,JAK2
calibration_sample,5000,58,9,KDR
calibration_sample,5000,58,11,LCK
calibration_sample,5000,59,1,AKT1
calibration_sample,5000,59,4,CSF1R
calibration_sample,5000,59,5,EGFR
calibration_sample,5000,59,8,JAK2
calibration_sample,5000,59,9,KDR
calibration_sample,5000,59,15,MAPKAPK2
calibration_sample,5000,59,18,PTK2
calibration_sample,5000,59,20,SRC
calibration_sample,5000,60,1,AKT1
calibration_sample,5000,60,4,CSF1R
calibration_sample,5000,60,5,EGFR
calibration_sample,5000,60,8,JAK2
calibration_sample,5000,60,9,KDR
calibration_sample,5000,60,15,MAPKAPK2
calibration_sample,5000,60,18,PTK2
calibration_sample,5000,60,20,SRC
calibration_sample,5000,61,1,AKT1
calibration_sample,5000,61,4,CSF1R
calibration_sample,5000,61,5,EGFR
calibration_sample,5000,61,8,JAK2
calibration_sample,5000,61,9,KDR
calibration_sample,5000,61,11,LCK
calibration_sample,5000,61,15,MAPKAPK2
calibration_sample,5000,61,18,PTK2
calibration_sample,5000,62,1,AKT1
calibration_sample,5000,62,4,CSF1R
calibration_sample,5000,62,5,EGFR
calibration_sample,5000,62,8,JAK2
calibration_sample,5000,62,9,KDR
calibration_sample,5000,62,15,MAPKAPK2
calibration_sample,5000,62,18,PTK2
calibration_sample,5000,62,20,SRC
calibration_sample,5000,63,1,AKT1
calibration_sample,5000,63,4,CSF1R
calibration_sample,5000,63,5,EGFR
calibration_sample,5000,63,8,JAK2
calibration_sample,5000,63,9,KDR
calibration_sample,5000,63,11,LCK
calibration_sample,5000,63,15,MAPKAPK2
calibration_sample,5000,63,18,PTK2
calibration_sample,5000,64,1,AKT1
calibration_sample,5000,64,3,CDK2
calibration_sample,5000,64,4,CSF1R
calibration_sample,5000,64,5,EGFR
calibration_sample,5000,64,7,IGF1R
calibration_sample,5000,64,9,KDR
calibration_sample,5000,64,13,MAPK1
calibration_sample,5000,64,20,SRC
calibration_sample,5000,65,1,AKT1
calibration_sample,5000,65,4,CSF1R
calibration_sample,5000,65,5,EGFR
calibration_sample,5000,65,8,JAK2
calibration_sample,5000,65,9,KDR
calibration_sample,5000,65,11,LCK
calibration_sample,5000,65,15,MAPKAPK2
calibration_sample,5000,65,18,PTK2
calibration_sample,5000,66,1,AKT1
calibration_sample,5000,66,4,CSF1R
calibration_sample,5000,66,5,EGFR
calibration_sample,5000,66,8,JAK2
calibration_sample,5000,66,9,KDR
calibration_sample,5000,66,11,LCK
calibration_sample,5000,66,15,MAPKAPK2
calibration_sample,5000,66,18,PTK2
calibration_sample,5000,67,1,AKT1
calibration_sample,5000,67,4,CSF1R
calibration_sample,5000,67,5,EGFR
calibration_sample,5000,67,8,JAK2
calibration_sample,5000,67,9,KDR
calibration_sample,5000,67,11,LCK
calibration_sample,5000,67,15,MAPKAPK2
calibration_sample,5000,67,18,PTK2
calibration_sample,5000,68,1,AKT1
calibration_sample,5000,68,5,EGFR
calibration_sample,5000,68,8,JAK2
calibration_sample,5000,68,9,KDR
calibration_sample,5000,68,11,LCK
calibration_sample,5000,68,14,MAPK14
calibration_sample,5000,68,15,MAPKAPK2
calibration_sample,5000,68,18,PTK2
calibration_sample,5000,69,1,AKT1
calibration_sample,5000,69,4,CSF1R
calibration_sample,5000,69,5,EGFR
calibration_sample,5000,69,8,JAK2
calibration_sample,5000,69,9,KDR
calibration_sample,5000,69,11,LCK
calibration_sample,5000,69,15,MAPKAPK2
calibration_sample,5000,69,18,PTK2
calibration_sample,5000,70,1,AKT1
calibration_sample,5000,70,4,CSF1R
calibration_sample,5000,70,5,EGFR
calibration_sample,5000,70,8,JAK2
calibration_sample,5000,70,9,KDR
calibration_sample,5000,70,11,LCK
calibration_sample,5000,70,15,MAPKAPK2
calibration_sample,5000,70,18,PTK2
calibration_sample,5000,71,1,AKT1
calibration_sample,5000,71,3,CDK2
calibration_sample,5000,71,4,CSF1R
calibration_sample,5000,71,5,EGFR
calibration_sample,5000,71,7,IGF1R
calibration_sample,5000,71,8,JAK2
calibration_sample,5000,71,9,KDR
calibration_sample,5000,71,11,LCK
calibration_sample,5000,72,1,AKT1
calibration_sample,5000,72,3,CDK2
calibration_sample,5000,72,4,CSF1R
calibration_sample,5000,72,5,EGFR
calibration_sample,5000,72,9,KDR
calibration_sample,5000,72,13,MAPK1
calibration_sample,5000,72,17,PLK1
calibration_sample,5000,72,20,SRC
calibration_sample,5000,73,1,AKT1
